dataset,plotID,series,subplot,protocol,authors,entered_by,date,lat,lon,precision,corner,deviation,altitude,aspect,inclination,heat_index,microrelief,depht1,depht2,depht3,depht4,depht5,depth_mean,deph_SD,cover_total,cover_shrubs,cover_herbs,cover_moss,cover_dead_wood,cover_litter,cover_stones,cover_gravel,cover_soil,height_shrub_max,height_shrub_mean,height_herb1,height_herb2,height_herb3,height_herb4,height_herb5,height_herb_mean,height_herb_SD,height_herb_max,relief,habitat_group_old,burning,grazing,mowing,ploughing,abandonment,encroachment,grazing_intencity,land use details,weight_total,weight_skeleton,skeleton,texture,texture_code,sand,silt,clay,pH,pH_sal,conductivity,CaCO3,C/N,C_percent,N_percent,C,N,Corg,Corg_percent,Corg/Norg,humus,hydrolytic_acidity,N_mg_100g,N_mg_kg,CO2,cover_total_sum,cover_shrubs_sum,cover_herbs_sum,cover_moss_sum,economic_use,c_org_dat,silt_dat,clay_dat,pH_dat,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,built_up_2km,build_up_5km,cover_shrub_total,vegetation,habitat_broad,syntaxon,eunis,eunis_group,zonality,habitat_group,roads,footprint_values
5,SB20139NE,SB20139,NE,"Dsh, DV",NA,Dsh,08.07.2020,47.877446,31.107285,0.1,NE,0,68,10,20,-0.298146961,2,75,72,61,57,64,65.8,7.529940239,75,0,75,1,0,95,0,0,100,0,NA,23,17,16,19,27,20.4,4.5607017,85,middle slope,meso-xeric,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,6.5,NA,5.59,NA,0.67,NA,NA,NA,NA,1.43,NA,2.47,NA,18.3,182.99,2.46,106.123,0,104.923,1.2,1,22,47,33,69,96,81,245,8998,270,-58,328,214,117,215,-24,478,64,25,30,188,85,156,97,3.477374124,3.004707327,0.302,meso-xeric,dry,NA,R1A,R1,zonal,meso-xeric,491,16
5,SB20139SW,SB20139,SW,"Dsh, DV",NA,Dsh,08.07.2020,47.877356,31.107176,0.3,SW,0,68,360,24,-0.314824223,2,57,66,67,70,78,67.6,7.569676347,85,1,85,2,0,80,0,0,100,1.17,NA,17,18,20,21,20,19.2,1.643167673,97,middle slope,meso-xeric,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,5.2,NA,5.57,NA,0.67,NA,NA,NA,NA,1.86,NA,3.21,NA,14.55,145.49,2.45,101.233,1.2,98.023,2.01,1,22,47,33,69,96,81,245,8998,270,-58,328,214,117,215,-24,478,64,25,30,188,85,156,97,3.058974359,2.988555079,2.3,meso-xeric,dry,NA,R1A,R1,zonal,meso-xeric,491,16
6,UAS19NW,UAS19,NW,ChO,"KA, DSh",NA,27.05.2021,46.097025,33.281713,0,NW,0,2.1,50,18,-0.323683279,13,35,45,46,73,59,51.6,14.69013274,95,0,85,70,0,10,0,0,100,0,NA,32,5,22,21,25,21,9.924716621,76,Upper slope,meso-xeric,0,1,0,0,0,NA,1,could be grazing (low intensity),143.2,16,11.17318436,sandy loam,NA,73,17.9,9.1,8.06,NA,185.3,3.667,NA,4.396,NA,3.663333333,NA,2.196,2.6352,NA,NA,NA,NA,NA,NA,168.83,0,96.11,72.72,1,87,32,20,69,114,69,222,8574,279,-31,310,228,26,233,1,394,40,27,15,120,83,102,86,13.29218107,8.894956039,0,bunchgrass steppe,dry,NA,R1A,R1,zonal,meso-xeric,1082,NA
6,UAS19SE,UAS19,SE,KK,DSh,NA,27.05.2021,46.096872,33.281858,0.5,SE,0,3,45,30,-0.577350269,11,80,80,43,80,80,72.6,16.54690303,98,0,90,70,0,70,0,0,100,0,NA,25,19,22,21,17,20.8,3.033150178,51,middle slope,meso-xeric,0,1,0,0,0,NA,1,could be grazing (low intensity),130.8,18.1,13.83792049,sandy loam,NA,75,16.4,8.6,8.05,NA,174.8,3.8896,NA,4.721,NA,3.934166667,NA,2.388,2.8656,NA,NA,NA,NA,NA,NA,172.357,0,99.357,73,1,87,32,20,69,114,69,222,8574,279,-31,310,228,26,233,1,394,40,27,15,120,83,102,86,14.78884462,8.919721578,0,bunchgrass steppe,dry,NA,R1A,R1,zonal,meso-xeric,1082,NA
6,UAS41NW,UAS41,NW,KK,MZ,MZ,01.06.2021,46.406074,32.807626,0.7,NW,0,16,0,0,0,3,77,87,87,77,80,81.6,5.07937004,90,0,90,1,0,95,0,0,100,0,NA,17,23,17,18,17,18.4,2.607680962,84,NA,meso-xeric,0,0,1,0,0,NA,0,mowing,68.3,0.3,0.439238653,loamy sand,NA,73,20.3,6.7,7.52,NA,189,0.6498,NA,1.829,NA,1.524166667,NA,1.44,1.728,NA,NA,NA,NA,NA,NA,81.221,0,80.221,1,1,28,33,27,75,109,72,226,8755,278,-39,317,225,21,230,-7,408,44,25,18,128,79,110,88,0,7.16e-4,0,mesic hemipsammophytic grassland,dry,NA,R1A,R1,zonal,meso-xeric,182,11
6,UAS41SE,UAS41,SE,OB,AK,MZ,01.06.2021,46.405992,32.807728,0.1,SE,0,16,0,0,0,4,68,71,78,72,68,71.4,4.098780306,90,0,90,10,0,95,0,0,100,0,NA,16,25,16,17,24,19.6,4.50555213,85,plane,meso-xeric,0,0,1,0,0,NA,0,mowing,61.7,0.4,0.648298217,loamy sand,NA,73.5,19.7,6.8,7.45,NA,195.9,0.5248,NA,1.682,NA,1.401666667,NA,1.368,1.6416,NA,NA,NA,NA,NA,NA,97.22,0,86.72,10.5,1,28,33,27,75,109,72,226,8755,278,-39,317,225,21,230,-7,408,44,25,18,128,79,110,88,0,0,0,mesic hemipsammophytic grassland,dry,NA,R1A,R1,zonal,meso-xeric,182,11
7,NFD21_56NW,NFD21_56,NW,"VB, ICh, AT",NA,AK,01.06.2021,49.22552,24.69529,4,NW,0,291,180,45,0.707106781,5,NA,NA,NA,NA,NA,NA,NA,95,0,95,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5,5,122.5,0,1,30,48,24,63,83,75,255,7991,236,-60,296,186,8,187,-25,769,107,38,39,320,119,275,127,1.510191083,9.137098424,10,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,739,14
7,NFD21_56SE,NFD21_56,SE,"VB, ICh, AT",NA,AK,01.06.2021,49.22546,24.69545,3,SE,0,282,180,45,0.707106781,10,NA,NA,NA,NA,NA,NA,NA,95,0,95,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5,10,147.5,0,1,30,48,24,63,83,75,255,7991,236,-60,296,186,8,187,-25,769,107,38,39,320,119,275,127,1.543003851,9.166223948,17,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,739,14
7,NFD21_57NW,NFD21_57,NW,"VB, ICh, AT",NA,AK,02.06.2021,49.23277,24.6871,3,NW,0,296,0,25,-0.329729307,NA,89,92,81,1,NA,65.75,32.375,99,0,99,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.1,0,110.1,0,1,33,48,22,61,85,75,255,7995,237,-58,296,188,10,188,-23,733,102,36,39,306,113,260,121,0.162731334,10.3429156,2,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,739,10
7,NFD21_57SE,NFD21_57,SE,"VB, ICh, AT",NA,AK,02.06.2021,49.2327,24.68723,3,SE,0,267,0,20,-0.257365821,NA,NA,NA,NA,NA,NA,NA,NA,95,0,95,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.7,0,130.7,0,1,33,48,22,61,85,75,255,7995,237,-58,296,188,10,188,-23,733,102,36,39,306,113,260,121,0.162523901,10.34289226,2,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,739,10
7,NFD21_58NW,NFD21_58,NW,"VB, ICh, AT",NA,AK,03.06.2021,48.60077,25.21934,3,NW,0,336,0,3,-0.037057896,NA,NA,NA,NA,NA,NA,NA,NA,90,0,90,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper slope,meso-xeric,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0,92,0,1,30,49,26,65,85,76,253,8136,239,-62,301,189,-25,190,-25,674,112,26,55,330,82,282,84,0.784713376,7.588470203,1,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,599,13
7,NFD21_58SE,NFD21_58,SE,"VB, ICh, AT",NA,AK,03.06.2021,48.60064,25.21943,3,SE,0,334,45,5,-0.087488664,NA,77,74,73,69,NA,73.25,2.25,95,0,95,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper slope,meso-xeric,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,125,0,1,30,49,26,65,85,76,253,8136,239,-62,301,189,-25,190,-25,674,112,26,55,330,82,282,84,0.776005105,7.583444183,2,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,599,13
7,NFD21_62NW,NFD21_62,NW,"VB, ICh, AT",NA,AK,23.07.2021,48.258611,25.895278,NA,NW,0,270,315,3,3.21e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.38,0,120.38,0,1,18,49,27,65,87,77,253,8262,243,-62,306,193,-23,194,-24,658,99,29,46,293,93,239,94,18.88163788,38.78170669,4.5,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,524,35
7,NFD21_62SE,NFD21_62,SE,"VB, ICh, AT",NA,AK,23.07.2021,48.259167,25.894722,NA,SE,0,265,315,3,3.21e-18,NA,NA,NA,NA,NA,NA,NA,NA,95,0,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.99,0.01,112.98,0,1,18,49,27,65,87,77,253,8262,243,-62,306,193,-23,194,-24,658,99,29,46,293,93,239,94,18.80191083,38.84032753,4.01,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,524,35
7,NFD21_63NW,NFD21_63,NW,"ICh, AT",NA,AK,26.07.2021,48.30018,25.77374,NA,NW,0,421,90,5,-0.061863827,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,92,106,109,68,89,92.8,16.33095221,NA,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.85,0,94.85,0,1,31,47,24,58,80,77,253,8198,235,-69,304,186,-30,186,-31,799,129,35,50,385,107,307,112,1.14212548,2.921999591,0.01,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,324,15
7,NFD21_63SE,NFD21_63,SE,"ICh, AT",NA,AK,26.07.2021,48.30018,25.77374,NA,SE,0,425,90,5,-0.061863827,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,127,126,96,118,98,113,15.03329638,NA,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.12,0,88.12,0,1,31,47,24,58,80,77,253,8198,235,-69,304,186,-30,186,-31,799,129,35,50,385,107,307,112,1.14212548,2.921999591,0,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,324,15
7,NFD21_64NW,NFD21_64,NW,"VB, ICh, AT",NA,AK,06.08.2021,48.46955,25.82587,NA,NW,0,250,NA,NA,NA,NA,32,57,33,29,34,37,8,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,37,41,34,22,31,33,7.176350047,115,NA,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.89,0.02,99.87,0,1,26,50,26,66,89,77,253,8250,244,-60,305,194,-22,195,-23,668,105,31,46,311,99,245,100,0.053880693,4.137941597,10.02,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,374,14
7,NFD21_64SE,NFD21_64,SE,"VB, ICh, AT",NA,AK,06.08.2021,48.46943,25.82601,NA,SE,0,232,NA,NA,NA,NA,35,45,52,33,39,40.8,6.16,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,52,44,36,43,36,42.2,6.648308055,147,NA,meso-xeric,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.61,0.01,124.6,0,1,26,50,26,66,89,77,253,8250,244,-60,305,194,-22,195,-23,668,105,31,46,311,99,245,100,0.053605616,4.098280098,20.01,NA,dry,Cirsio-Brachypodion,R1A,R1,zonal,meso-xeric,374,14
10,RZ2214NW,RZ2214,NW,MZ,YuV,AK,24.06.2022,49.94148,31.09405,1,NW,0,138,245,23,0.398875853,2,78,78,77,71,78,76.4,3.049590136,95,0,95,0.1,0,80,0,0,100,0,0,73,33,38,24,31,39.8,19.22758435,94,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,79.6,1.7,2.1,sandy loam,NA,58,36.6,5.4,7.59,NA,236,1.312,NA,2.37,NA,1.98,NA,1.59,1.908,NA,NA,NA,NA,NA,NA,81.35,0,81.35,0,1,22,44,16,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,1.865519439,7.449140401,2.1,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2214SE,RZ2214,SE,IM,NA,AK,24.06.2022,49.94138,31.09417,2,SE,0,138,230,23,0.422859561,6,80,51,62,68,75,67.2,11.34460224,75,0,75,0.5,0,20,0,0,100,0,0,18,20.5,28,15,43,24.9,11.20490964,99,middle slope,meso-xeric,0,0,0,0,1,0,0,NA,65.5,7,10.7,sandy loam,NA,55,38.2,6.8,7.16,NA,203,0.7608,NA,2.27,NA,1.89,NA,1.82,2.184,NA,NA,NA,NA,NA,NA,106.23,0,106.12,0.11,1,22,44,16,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,1.866071429,7.444080295,3,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2215NW,RZ2215,NW,VSh,KL,AK,24.06.2022,49.941663,31.094265,1,NW,0,140,285,35,0.350103769,4,44,44,78,78,78,64.4,18.62256696,90,5,90,3,0,95,0,0,100,0.65,65,41,54,38,32,31,39.2,9.257429449,99,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,96.8,11.1,11.5,loam,NA,47.5,42.5,10,6.96,NA,117.8,1.0604,NA,1.86,NA,1.55,NA,1.23,1.476,NA,NA,NA,NA,NA,NA,85.84,5,78.84,2,1,22,44,16,66,84,75,233,8974,254,-68,321,201,-2,201,-36,526,76,27,35,222,84,222,90,1.902501604,7.430905934,5.5,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2215SE,RZ2215,SE,OKh,AK,AK,24.06.2022,49.941609,31.094412,0.3,SW,0,140,102,4,-0.038084871,3,44,48,46,64,52,50.8,7.949842766,85,0,85,0,0,50,0,0,100,0,0,44,22,31,35,43,35,9.082951062,122,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,101.2,10,9.9,loam,NA,50,40.9,9.1,6.71,NA,123.6,1.0469,NA,1.98,NA,1.65,NA,1.36,1.632,NA,NA,NA,NA,NA,NA,93.14,0,92.14,1,1,22,44,16,66,84,75,233,8974,254,-68,321,201,-2,201,-36,526,76,27,35,222,84,222,90,1.899294419,7.425316714,3.1,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2216NW,RZ2216,NW,MZ,IM,AK,25.06.2022,49.940782,31.096969,2,NW,0,130,87,14,-0.185286815,3,44,39,44,56,53,47.2,7.049822693,92,0,92,0,0,95,0,0,100,0,0,29,13.5,13.5,35,20,22.2,9.569482745,76,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,79.3,8.5,10.7,loam,NA,49,40.1,10.9,6.72,NA,102.2,0.7426,NA,1.74,NA,1.45,NA,1.3,1.56,NA,NA,NA,NA,NA,NA,115.3,2,113.2,0.1,1,22,45,18,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.244387428,7.005412582,2,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2216SE,RZ2216,SE,OKh,AK,AK,25.06.2022,49.940714,31.096987,0.5,SE,0,131,65,20,-0.342020143,7,80,52,49,52,52,57,12.92284798,90,0,90,0,0,95,0,0,100,0,0,57,41,33,40,42,42.6,8.792041856,90,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,114.8,9.8,8.5,loam,NA,45,45,10,6.88,NA,120.6,0.6153,NA,1.65,NA,1.38,NA,1.29,1.548,NA,NA,NA,NA,NA,NA,94.41,0,94.41,0,1,22,45,18,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.235782748,7.00275989,1.5,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2217NW,RZ2217,NW,VSh,OS,AK,25.06.2022,49.940329,31.096208,0.5,NW,0,132,65,20,-0.342020143,NA,80,80,80,80,80,80,0,90,0,90,0,0,NA,0,0,100,0,0,39,49,41,40,45,42.8,4.147288271,NA,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,104.6,9.4,9,silty loam,NA,32.5,57.1,10.4,6.79,NA,128.8,1.1263,NA,1.85,NA,1.54,NA,1.18,1.416,NA,NA,NA,NA,NA,NA,89.56,0,89.56,0,1,22,45,18,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.203314213,7.070398035,10.5,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2217SE,RZ2217,SE,YuV,KL,AK,25.06.2022,49.940255,31.096312,1,SE,0,133,240,16,0.276974774,NA,80,80,80,80,80,80,0,95,0.1,95,0,0,90,0,0,100,0.9,NA,54,44,34,35,40,41.4,8.111719916,81,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,89.9,6.4,7.1,silty loam,NA,40,50.9,9.1,6.66,NA,146.7,0.9466,NA,2.03,NA,1.69,NA,1.47,1.764,NA,NA,NA,NA,NA,NA,114.01,1,113.01,8,1,22,45,18,66,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.203314213,7.038595414,11,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2218NW,RZ2218,NW,MZ,"IM, IK",AK,25.06.2022,49.940307,31.093501,1.5,NW,0,136,6,23,-0.329878889,15,62,80,80,80,80,76.4,8.049844719,90,0,90,0,0,60,0,0,100,0,0,19,47,28,22,16,26.4,12.34098862,132,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,90.4,10.9,12.1,sandy loam,NA,75,11.9,13.1,6.56,NA,127.2,0.8403,NA,1.38,NA,1.15,NA,0.88,1.056,NA,NA,NA,NA,NA,NA,123.87,3,120.87,0,1,19,42,16,65,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,1.994891443,7.362790222,3.5,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2218SE,RZ2218,SE,OKh,AK,AK,25.06.2022,49.940255,31.093666,1.1,SE,0,136,333,23,-0.131169932,NA,80,80,80,80,80,80,0,90,0,85,5,0,60,0,0,100,0,0,50,47,32,42,41,42.4,6.877499546,109,upper slope,meso-xeric,0,0,0,0,1,0,0,NA,88.3,11.9,13.5,sandy loam,NA,77,13.5,9.5,6.71,NA,115.4,0.7922,NA,1.79,NA,1.49,NA,1.32,1.584,NA,NA,NA,NA,NA,NA,95.3,0.5,89.8,5,1,19,42,16,65,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.00128123,7.368012264,5.6,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2219NW,RZ2219,NW,VSh,OS,AK,25.06.2022,49.940263,31.094239,0.5,NW,0,132,90,15,-0.189468691,NA,80,80,80,80,80,80,0,80,0,80,0,0,80,0,0,100,0,0,30,35,37,29,43,34.8,5.674504384,88,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,88.9,5.4,6.1,sandy loam,NA,60,31.4,8.6,6.51,NA,120.2,0.8449,NA,1.76,NA,1.47,NA,1.26,1.512,NA,NA,NA,NA,NA,NA,79.56,0,79.56,0,1,23,44,17,65,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.008962868,7.319987744,11,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
10,RZ2219SE,RZ2219,SE,YuV,KL,AK,25.06.2022,49.940145,31.094211,1.4,SE,0,133,90,17,-0.216184238,NA,70,42,80,80,80,70.4,16.45600194,95,0,95,0,0,80,0,0,100,0,0,29,41,54,23,31,35.6,12.15730233,118,lower slope,meso-xeric,0,0,0,0,1,0,0,NA,90.3,5.8,6.4,sandy loam,NA,69,20.6,10.4,6.62,NA,118,0.747,NA,1.58,NA,1.32,NA,1.14,1.368,NA,NA,NA,NA,NA,NA,117.97,0,117.97,0,1,23,44,17,65,83,75,233,8968,253,-68,321,200,-3,200,-36,509,74,26,36,216,81,216,87,2.093350384,7.310281518,8,dry grassland,dry,NA,R1A,R1,zonal,meso-xeric,420,16
6,UAS01NW,UAS01,NW,AK,"VSh, KK",NA,24.05.2021,46.554019,33.478365,0.6,NW,0,43,0,0,0,NA,26,31,41,25,26,29.8,6.68580586,98,0,98,5,0,5,0,0,100,0,NA,17,21,40.5,15,19,22.5,10.30776406,24,depression,mesic,0,1,1,0,0,NA,2,"grazing and mowing (later in summer), changed hydrological regime",77.4,12.5,16.1498708,sandy loam,NA,74,15.6,10.4,7.33,NA,110.9,0.5316,NA,1.699,NA,1.415833333,NA,1.38,1.656,NA,NA,NA,NA,NA,NA,196.61,0,191.49,5.12,1,17,45,34,74,107,82,246,8944,285,-47,332,225,18,230,-11,402,46,25,19,132,79,111,86,0.22840691,1.521765788,0,steppe depression (pody),complex,NA,X36,X3,azonal,pody,286,15
6,UAS01SE,UAS01,SE,Dsh,"RG, DV",NA,24.05.2021,46.553905,33.478451,0.5,SE,0,42.3,0,0,0,2,27,29,24,24,38,28.4,5.770615219,100,0,100,3,0,55,0,0,100,0,NA,17,15,20,13.5,13,15.7,2.863564213,NA,depression,mesic,0,1,1,0,0,NA,2,"grazing and mowing (later in summer), changed hydrological regime",101.1,15,14.83679525,sandy loam,NA,65,27.7,7.3,6.97,NA,107.7,0.5157,NA,1.653,NA,1.3775,NA,1.344,1.6128,NA,NA,NA,NA,NA,NA,127.27,0,124.87,2.4,1,17,45,34,74,107,82,246,8944,285,-47,332,225,18,230,-11,402,46,25,19,132,79,111,86,0.225,1.507150153,0,steppe depression (pody),complex,NA,X36,X3,azonal,pody,286,15
6,UAS03NW,UAS03,NW,OK,IM,NA,24.05.2021,46.5547,33.47969,aver,NW,0,7,-1,0,0,18,33.5,26,32,30,29,30.1,2.880972058,95,0,95,2,0,10,0,0,100,0,NA,21,21,16,15.5,11,16.9,4.219004622,NA,NA,mesic,0,1,1,0,0,NA,2,"grazing and mowing (later in summer), changed hydrological regime",163.1,28.2,17.29000613,sandy loam,NA,65,25,10,7.76,NA,162.4,2.0266,NA,2.943,NA,2.4525,NA,1.728,2.0736,NA,NA,NA,NA,NA,NA,106.121,0,105.1,1.021,1,17,42,35,74,107,82,246,8944,285,-47,332,225,18,230,-11,402,46,25,19,132,79,111,86,0.233674776,1.661829331,0,steppe depression (pody),complex,NA,X36,X3,azonal,pody,286,15
6,UAS03SE,UAS03,SE,ChO,"IM, NS",NA,24.05.2021,46.55459,33.47979,aver,SE,0,22,-1,0,0,5,25.5,33,27.5,28,30,28.8,2.841654448,95,0,95,10,0,2.5,0,0,100,0,NA,9,11,10,9,13,10.4,1.673320053,NA,NA,mesic,0,1,1,0,0,NA,2,"grazing and mowing (later in summer), changed hydrological regime",113,14.2,12.56637168,sandy loam,NA,74.5,15.5,10,7.72,NA,177.5,1.7358,NA,2.913,NA,2.4275,NA,1.872,2.2464,NA,NA,NA,NA,NA,NA,146.351,0,137.341,9.01,1,17,42,35,74,107,82,246,8944,285,-47,332,225,18,230,-11,402,46,25,19,132,79,111,86,0.233375959,1.650597487,0,steppe depression (pody),complex,NA,X36,X3,azonal,pody,286,15
7,NFD21_02NW,NFD21_02,NW,AK,"YuV,OYa",VB,26.06.2021,48.85733,28.72202,3,NW,0,215,295,32,0.213717905,NA,13.2,5,1.2,4,3,5.28,3.168,60,0,40,20,0,20,20,0,80,0,NA,5,11,11.5,8,10,9.1,2.655183609,NA,middle slope,rocky,0,0,0,0,1,0,0,NA,65.2,18.1,27.7607362,silty loam,NA,22.5,64.8,12.7,6.25,NA,169.9,1.7698,NA,2.825,NA,2.354166667,NA,1.764,2.1168,NA,NA,NA,NA,NA,NA,80.91,0,69.81,11.1,0,23,44,19,61,85,75,241,8646,249,-62,310,197,4,197,-30,588,88,30,39,259,94,259,102,9.263862333,2.533108177,0,NA,dry,Sedo-Sleranthetea,R12,R1,azonal,rocky,532,19
7,NFD21_02SE,NFD21_02,SE,??,??,VB,26.06.2021,48.857207,28.722038,0.2,SE,0,212,280,8,0.080610911,NA,4,5,2,4,2,3.4,1.12,85,0,85,40,0,30,30,5,65,0,NA,29,41,22,31,32,31,6.819090848,82,middle slope,rocky,0,0,0,0,1,0,0,NA,93.3,19.8,21.22186495,silty loam,NA,24,65.6,10.4,6.34,NA,171.1,0.5929,NA,2.059,NA,1.715833333,NA,1.704,2.0448,NA,NA,NA,NA,NA,NA,129.22,0,98.22,31,0,23,44,19,61,85,75,241,8646,249,-62,310,197,4,197,-30,588,88,30,39,259,94,259,102,9.311338885,2.529742437,0,NA,dry,Sedo-Sleranthetea,R12,R1,azonal,rocky,532,19
